CISP;ano;pop
127;2012;28973
127;2013;29790
127;2014;30439
127;2015;31067
127;2016;31674
127;2017;33015
127;2018;34413
127;2019;35870
128;2003;50133
128;2004;55768
128;2005;62037
128;2006;69011
128;2007;76768
128;2008;85398
128;2009;94997
128;2010;105676
128;2011;110992
128;2012;116134
128;2013;122196
128;2014;127171
128;2015;131976
128;2016;136626
128;2017;151984
128;2018;169069
128;2019;188074
129;2003;17090
129;2004;17814
129;2005;18569
129;2006;19356
129;2007;20176
129;2008;21031
129;2009;21922
129;2010;22851
129;2011;23475
129;2012;24079
129;2013;24788
129;2014;25354
129;2015;25901
129;2016;26430
129;2017;27550
129;2018;28717
129;2019;29934
130;2008;30966
130;2009;32257
130;2010;33601
130;2011;34444
130;2012;35258
130;2013;36214
130;2014;36974
130;2015;37708
130;2016;38418
130;2017;40020
130;2018;41688
130;2019;43426
132;2011;28010
132;2012;28295
132;2013;28627
132;2014;28866
132;2015;29097
132;2016;29077
132;2017;29514
132;2018;29957
132;2019;30407
134;2003;268191
134;2004;271714
134;2005;275284
134;2006;278900
134;2007;282564
134;2008;286276
134;2009;290037
134;2010;293848
134;2011;296608
134;2012;299277
134;2013;302387
134;2014;304567
134;2015;306672
134;2016;308710
134;2017;312766
134;2018;316875
134;2019;321038
135;2003;22972
135;2004;22961
135;2005;22951
135;2006;22941
135;2007;22930
135;2008;22920
135;2009;22909
135;2010;22899
135;2011;22892
135;2012;22884
135;2013;22870
135;2014;22824
135;2015;22779
135;2016;22736
135;2017;22726
135;2018;22715
135;2019;22705
136;2003;47873
136;2004;48273
136;2005;48678
136;2006;49090
136;2007;49508
136;2008;49933
136;2009;50364
136;2010;50802
136;2011;51117
136;2012;51421
136;2013;51771
136;2014;51990
136;2015;52201
136;2016;52406
136;2017;52877
136;2018;53356
136;2019;53843
137;2003;26998
137;2004;26975
137;2005;26953
137;2006;26931
137;2007;26909
137;2008;26887
137;2009;26865
137;2010;26843
137;2011;26827
137;2012;26810
137;2013;26786
137;2014;26724
137;2015;26665
137;2016;26607
137;2017;26585
137;2018;26563
137;2019;26542
138;2003;7780
138;2004;7737
138;2005;7695
138;2006;7653
138;2007;7611
138;2008;7570
138;2009;7528
138;2010;7487
138;2011;7455
138;2012;7424
138;2013;7385
138;2014;7341
138;2015;7298
138;2016;7257
138;2017;7217
138;2018;7178
138;2019;7139
139;2003;16474
139;2004;16652
139;2005;16832
139;2006;17013
139;2007;17197
139;2008;17383
139;2009;17570
139;2010;17760
139;2011;17899
139;2012;18034
139;2013;18188
139;2014;18293
139;2015;18059
139;2016;18156
139;2017;18352
139;2018;18550
139;2019;18750
140;2003;23421
140;2004;23574
140;2005;23730
140;2006;23889
140;2007;24051
140;2008;24217
140;2009;24385
140;2010;24557
140;2011;24679
140;2012;24796
140;2013;24930
140;2014;25006
140;2015;25415
140;2016;25486
140;2017;25681
140;2018;25879
140;2019;26081
141;2003;37014
141;2004;37089
141;2005;37164
141;2006;37240
141;2007;37315
141;2008;37391
141;2009;37467
141;2010;37543
141;2011;37601
141;2012;37657
141;2013;37717
141;2014;37710
141;2015;37703
141;2016;37696
141;2017;37773
141;2018;37849
141;2019;37926
142;2003;14717
142;2004;14733
142;2005;14748
142;2006;14764
142;2007;14780
142;2008;14795
142;2009;14811
142;2010;14827
142;2011;14840
142;2012;14851
142;2013;14862
142;2014;14849
142;2015;14836
142;2016;14824
142;2017;14840
142;2018;14856
142;2019;14871
143;2003;121580
143;2004;122678
143;2005;123788
143;2006;124909
143;2007;126041
143;2008;127185
143;2009;128340
143;2010;129507
143;2011;103591
143;2012;104312
143;2013;105147
143;2014;105696
143;2015;106227
143;2016;106740
143;2017;107804
143;2018;108879
143;2019;109964
144;2003;34172
144;2004;34347
144;2005;34522
144;2006;34698
144;2007;34875
144;2008;35053
144;2009;35231
144;2010;35411
144;2011;35546
144;2012;35677
144;2013;35825
144;2014;35896
144;2015;35964
144;2016;36031
144;2017;36215
144;2018;36399
144;2019;36585
145;2003;29113
145;2004;29607
145;2005;30108
145;2006;30618
145;2007;31137
145;2008;31665
145;2009;32201
145;2010;32747
145;2011;33136
145;2012;33512
145;2013;33951
145;2014;34273
145;2015;34583
145;2016;34884
145;2017;35475
145;2018;36076
145;2019;36688
146;2003;196258
146;2004;157087
146;2005;159151
146;2006;161242
146;2007;163360
146;2008;165506
146;2009;167681
146;2010;169883
146;2011;171479
146;2012;173023
146;2013;174821
146;2014;176081
146;2015;177298
146;2016;178476
146;2017;180821
146;2018;183196
146;2019;185603
147;2004;41228
147;2005;41249
147;2006;41270
147;2007;41291
147;2008;41312
147;2009;41333
147;2010;41354
147;2011;41371
147;2012;41386
147;2013;41397
147;2014;41343
147;2015;41291
147;2016;41240
147;2017;41261
147;2018;41282
147;2019;41303
148;2011;26775
148;2012;26882
148;2013;27004
148;2014;27067
148;2015;27127
148;2016;27185
148;2017;27345
148;2018;27506
148;2019;27670
151;2003;175973
151;2004;176833
151;2005;177697
151;2006;178566
151;2007;179438
151;2008;180315
151;2009;181196
151;2010;182082
151;2011;182748
151;2012;183391
151;2013;184122
151;2014;184460
151;2015;184786
151;2016;185102
151;2017;186007
151;2018;186916
151;2019;187829
152;2003;10509
152;2004;10568
152;2005;10628
152;2006;10688
152;2007;10748
152;2008;10808
152;2009;10869
152;2010;10930
152;2011;10976
152;2012;11020
152;2013;11070
152;2014;11096
152;2015;11121
152;2016;11145
152;2017;11208
152;2018;11271
152;2019;11334
153;2003;19833
153;2004;19833
153;2005;19832
153;2006;19832
153;2007;19831
153;2008;19831
153;2009;19830
153;2010;19830
153;2011;19830
153;2012;19830
153;2013;19825
153;2014;19792
153;2015;19759
153;2016;19727
153;2017;19727
153;2018;19726
153;2019;19726
154;2003;24130
154;2004;24348
154;2005;24568
154;2006;24790
154;2007;25014
154;2008;25240
154;2009;25469
154;2010;25699
154;2011;25870
154;2012;26034
154;2013;26223
154;2014;26345
154;2015;26461
154;2016;26575
154;2017;26815
154;2018;27058
154;2019;27303
155;2003;8547
155;2004;8596
155;2005;8645
155;2006;8694
155;2007;8744
155;2008;8794
155;2009;8844
155;2010;8895
155;2011;8933
155;2012;8970
155;2013;9012
155;2014;9033
155;2015;9054
155;2016;9075
155;2017;9127
155;2018;9179
155;2019;9232
156;2003;10429
156;2004;10414
156;2005;10398
156;2006;10383
156;2007;10367
156;2008;10352
156;2009;10336
156;2010;10321
156;2011;10310
156;2012;10298
156;2013;10282
156;2014;10253
156;2015;10225
156;2016;10198
156;2017;10183
156;2018;10168
156;2019;10152
157;2003;10113
157;2004;10138
157;2005;10163
157;2006;10188
157;2007;10213
157;2008;10238
157;2009;10264
157;2010;10289
157;2011;10309
157;2012;10327
157;2013;10347
157;2014;10348
157;2015;10350
157;2016;10351
157;2017;10377
157;2018;10402
157;2019;10428
158;2003;23424
158;2004;23688
158;2005;23954
158;2006;24224
158;2007;24497
158;2008;24772
158;2009;25051
158;2010;25333
158;2011;25539
158;2012;25738
158;2013;25969
158;2014;26126
158;2015;26278
158;2016;26424
158;2017;26721
158;2018;27022
158;2019;27326
159;2003;50195
159;2004;50759
159;2005;51328
159;2006;51904
159;2007;52486
159;2008;53075
159;2009;53671
159;2010;54273
159;2011;54713
159;2012;55139
159;2013;55632
159;2014;55967
159;2015;56290
159;2016;56603
159;2017;57238
159;2018;57880
159;2019;58530
165;2003;27918
165;2004;29003
165;2005;30130
165;2006;31300
165;2007;32516
165;2008;33780
165;2009;35092
165;2010;36456
165;2011;37343
165;2012;38201
165;2013;39210
165;2014;40008
165;2015;40779
165;2016;41557
165;2017;43172
165;2018;44849
165;2019;46592
166;2003;132517
166;2004;137261
166;2005;142175
166;2006;147264
166;2007;152536
166;2008;157997
166;2009;163653
166;2010;169511
166;2011;173370
166;2012;177101
166;2013;181486
166;2014;184940
166;2015;188276
166;2016;191504
166;2017;198359
166;2018;205460
166;2019;212815
167;2003;31743
167;2004;32512
167;2005;33300
167;2006;34106
167;2007;34933
167;2008;35779
167;2009;36645
167;2010;37533
167;2011;38147
167;2012;38740
167;2013;39434
167;2014;39965
167;2015;40478
167;2016;40975
167;2017;41968
167;2018;42984
167;2019;44025
168;2003;16578
168;2004;16697
168;2005;16816
168;2006;16936
168;2007;17057
168;2008;17179
168;2009;17301
168;2010;17425
168;2011;17517
168;2012;17606
168;2013;17709
168;2014;17768
168;2015;17826
168;2016;17850
168;2017;17977
168;2018;18106
168;2019;18235
