CISP;mes;ano;pop
60;3;2010;282629
60;4;2010;282843
60;5;2010;283056
60;6;2010;283270
60;7;2010;283484
60;8;2010;283686
60;9;2010;283918
60;10;2010;284150
60;11;2010;284382
60;12;2010;284615
61;1;2010;60180
61;2;2010;60225
61;3;2010;60271
61;4;2010;60316
61;5;2010;60362
61;6;2010;60407
61;7;2010;60453
61;8;2010;60496
61;9;2010;60545
61;10;2010;60595
61;11;2010;60644
61;12;2010;60694
62;1;2010;156922
62;2;2010;157041
62;3;2010;157159
62;4;2010;157278
62;5;2010;157397
62;6;2010;157516
62;7;2010;157635
62;8;2010;157747
62;9;2010;157876
62;10;2010;158005
62;11;2010;158134
62;12;2010;158264
63;1;2010;94795
63;2;2010;94895
63;3;2010;94996
63;4;2010;95096
63;5;2010;95197
63;6;2010;95298
63;7;2010;95399
63;8;2010;95492
63;9;2010;95602
63;10;2010;95711
63;11;2010;95821
63;12;2010;95931
64;1;2010;458173
64;2;2010;458245
64;3;2010;458316
64;4;2010;458388
64;5;2010;458459
64;6;2010;458531
64;7;2010;458602
64;8;2010;458673
64;9;2010;458750
64;10;2010;458828
64;11;2010;458906
64;12;2010;458983
65;1;2010;137147
65;2;2010;137334
65;3;2010;137522
65;4;2010;137709
65;5;2010;137897
65;6;2010;138086
65;7;2010;138275
65;8;2010;138437
65;9;2010;138643
65;10;2010;138848
65;11;2010;139054
65;12;2010;139261
66;1;2010;139622
66;2;2010;139729
66;3;2010;139836
66;4;2010;139944
66;5;2010;140051
66;6;2010;140159
66;7;2010;140266
66;8;2010;140368
66;9;2010;140484
66;10;2010;140601
66;11;2010;140718
66;12;2010;140835
71;1;2010;246717
71;2;2010;247008
71;3;2010;247301
71;4;2010;247593
71;5;2010;247886
71;6;2010;248179
71;7;2010;248473
71;8;2010;248740
71;9;2010;249059
71;10;2010;249378
71;11;2010;249698
71;12;2010;250018
72;1;2010;342970
72;2;2010;343275
72;3;2010;343581
72;4;2010;343886
72;5;2010;344192
72;6;2010;344498
72;7;2010;344805
72;8;2010;345091
72;9;2010;345423
72;10;2010;345756
72;11;2010;346090
72;12;2010;346423
73;1;2010;165952
73;2;2010;166100
73;3;2010;166248
73;4;2010;166396
73;5;2010;166544
73;6;2010;166692
73;7;2010;166840
73;8;2010;166979
73;9;2010;167139
73;10;2010;167301
73;11;2010;167462
73;12;2010;167623
74;1;2010;216990
74;2;2010;217183
74;3;2010;217376
74;4;2010;217570
74;5;2010;217763
74;6;2010;217957
74;7;2010;218151
74;8;2010;218332
74;9;2010;218542
74;10;2010;218753
74;11;2010;218964
74;12;2010;219175
75;1;2010;267672
75;2;2010;267910
75;3;2010;268148
75;4;2010;268387
75;5;2010;268626
75;6;2010;268865
75;7;2010;269104
75;8;2010;269327
75;9;2010;269587
75;10;2010;269846
75;11;2010;270107
75;12;2010;270367
76;1;2010;76155
76;2;2010;76190
76;3;2010;76225
76;4;2010;76259
76;5;2010;76294
76;6;2010;76329
76;7;2010;76364
76;8;2010;76398
76;9;2010;76436
76;10;2010;76474
76;11;2010;76512
76;12;2010;76550
77;1;2010;144406
77;2;2010;144472
77;3;2010;144539
77;4;2010;144605
77;5;2010;144671
77;6;2010;144737
77;7;2010;144804
77;8;2010;144868
77;9;2010;144940
77;10;2010;145012
77;11;2010;145084
77;12;2010;145156
78;1;2010;125530
78;2;2010;125587
78;3;2010;125645
78;4;2010;125703
78;5;2010;125760
78;6;2010;125818
78;7;2010;125875
78;8;2010;125931
78;9;2010;125993
78;10;2010;126056
78;11;2010;126119
78;12;2010;126181
79;1;2010;72609
79;2;2010;72642
79;3;2010;72676
79;4;2010;72709
79;5;2010;72742
79;6;2010;72776
79;7;2010;72809
79;8;2010;72841
79;9;2010;72877
79;10;2010;72914
79;11;2010;72950
79;12;2010;72986
81;1;2010;67309
81;2;2010;67340
81;3;2010;67371
81;4;2010;67402
81;5;2010;67432
81;6;2010;67463
81;7;2010;67494
81;8;2010;67524
81;9;2010;67558
81;10;2010;67591
81;11;2010;67625
81;12;2010;67658
82;1;2010;124095
82;2;2010;124591
82;3;2010;125090
82;4;2010;125591
82;5;2010;126094
82;6;2010;126599
82;7;2010;127106
82;8;2010;127461
82;9;2010;128014
82;10;2010;128569
82;11;2010;129127
82;12;2010;129687
88;1;2010;94430
88;2;2010;94480
88;3;2010;94530
88;4;2010;94580
88;5;2010;94630
88;6;2010;94680
88;7;2010;94730
88;8;2010;94778
88;9;2010;94832
88;10;2010;94887
88;11;2010;94941
88;12;2010;94995
89;1;2010;118900
89;2;2010;119026
89;3;2010;119151
89;4;2010;119276
89;5;2010;119402
89;6;2010;119527
89;7;2010;119653
89;8;2010;119769
89;9;2010;119906
89;10;2010;120042
89;11;2010;120179
89;12;2010;120316
90;1;2010;177426
90;2;2010;177482
90;3;2010;177537
90;4;2010;177592
90;5;2010;177648
90;6;2010;177703
90;7;2010;177759
90;8;2010;177813
90;9;2010;177873
90;10;2010;177933
90;11;2010;177994
90;12;2010;178054
91;1;2010;71535
91;2;2010;71579
91;3;2010;71623
91;4;2010;71667
91;5;2010;71712
91;6;2010;71756
91;7;2010;71801
91;8;2010;71843
91;9;2010;71891
91;10;2010;71939
91;11;2010;71988
91;12;2010;72036
92;1;2010;8508
92;2;2010;8516
92;3;2010;8523
92;4;2010;8531
92;5;2010;8539
92;6;2010;8546
92;7;2010;8554
92;8;2010;8561
92;9;2010;8569
92;10;2010;8578
92;11;2010;8586
92;12;2010;8594
93;1;2010;256932
93;2;2010;257057
93;3;2010;257182
93;4;2010;257307
93;5;2010;257432
93;6;2010;257557
93;7;2010;257682
93;8;2010;257803
93;9;2010;257939
93;10;2010;258075
93;11;2010;258211
93;12;2010;258347
94;1;2010;26071
94;2;2010;26106
94;3;2010;26141
94;4;2010;26176
94;5;2010;26212
94;6;2010;26247
94;7;2010;26282
94;8;2010;26314
94;9;2010;26352
94;10;2010;26391
94;11;2010;26429
94;12;2010;26468
95;1;2010;34244
95;2;2010;34268
95;3;2010;34292
95;4;2010;34316
95;5;2010;34340
95;6;2010;34364
95;7;2010;34387
95;8;2010;34410
95;9;2010;34436
95;10;2010;34462
95;11;2010;34488
95;12;2010;34514
96;1;2010;50882
96;2;2010;50899
96;3;2010;50916
96;4;2010;50933
96;5;2010;50950
96;6;2010;50967
96;7;2010;50984
96;8;2010;51001
96;9;2010;51020
96;10;2010;51038
96;11;2010;51057
96;12;2010;51075
97;1;2010;17900
97;2;2010;17905
97;3;2010;17910
97;4;2010;17915
97;5;2010;17920
97;6;2010;17925
97;7;2010;17930
97;8;2010;17935
97;9;2010;17940
97;10;2010;17946
97;11;2010;17951
97;12;2010;17957
98;1;2010;13177
98;2;2010;13186
98;3;2010;13194
98;4;2010;13203
98;5;2010;13212
98;6;2010;13220
98;7;2010;13229
98;8;2010;13237
98;9;2010;13246
98;10;2010;13256
98;11;2010;13265
98;12;2010;13274
99;1;2010;28551
99;2;2010;28584
99;3;2010;28618
99;4;2010;28651
99;5;2010;28685
99;6;2010;28719
99;7;2010;28752
99;8;2010;28783
99;9;2010;28820
99;10;2010;28856
99;11;2010;28893
99;12;2010;28930
100;1;2010;28989
100;2;2010;29046
100;3;2010;29104
100;4;2010;29162
100;5;2010;29220
100;6;2010;29278
100;7;2010;29336
100;8;2010;29385
100;9;2010;29448
100;10;2010;29512
100;11;2010;29575
100;12;2010;29639
101;1;2010;22533
101;2;2010;22560
101;3;2010;22587
101;4;2010;22613
101;5;2010;22640
101;6;2010;22667
101;7;2010;22694
101;8;2010;22719
101;9;2010;22748
101;10;2010;22778
101;11;2010;22807
101;12;2010;22837
104;1;2010;20197
104;2;2010;20205
104;3;2010;20213
104;4;2010;20220
104;5;2010;20228
104;6;2010;20236
104;7;2010;20244
104;8;2010;20251
104;9;2010;20259
104;10;2010;20268
104;11;2010;20276
104;12;2010;20284
105;1;2010;251325
105;2;2010;251387
105;3;2010;251450
105;4;2010;251512
105;5;2010;251575
105;6;2010;251637
105;7;2010;251699
105;8;2010;251761
105;9;2010;251828
105;10;2010;251896
105;11;2010;251964
105;12;2010;252032
106;1;2010;44080
106;2;2010;44091
106;3;2010;44102
106;4;2010;44113
106;5;2010;44124
106;6;2010;44135
106;7;2010;44146
106;8;2010;44156
106;9;2010;44168
106;10;2010;44180
106;11;2010;44192
106;12;2010;44204
107;1;2010;40878
107;2;2010;40908
107;3;2010;40937
107;4;2010;40967
107;5;2010;40997
107;6;2010;41026
107;7;2010;41056
107;8;2010;41084
107;9;2010;41116
107;10;2010;41148
107;11;2010;41181
107;12;2010;41213
108;1;2010;96631
108;2;2010;96689
108;3;2010;96747
108;4;2010;96805
108;5;2010;96863
108;6;2010;96921
108;7;2010;96980
108;8;2010;97035
108;9;2010;97098
108;10;2010;97161
108;11;2010;97225
108;12;2010;97288
109;1;2010;17505
109;2;2010;17508
109;3;2010;17511
109;4;2010;17514
109;5;2010;17516
109;6;2010;17519
109;7;2010;17522
109;8;2010;17525
109;9;2010;17528
109;10;2010;17531
109;11;2010;17534
109;12;2010;17537
110;1;2010;162260
110;2;2010;162474
110;3;2010;162689
110;4;2010;162905
110;5;2010;163120
110;6;2010;163336
110;7;2010;163552
110;8;2010;163746
110;9;2010;163981
110;10;2010;164216
110;11;2010;164451
110;12;2010;164686
111;1;2010;14860
111;2;2010;14866
111;3;2010;14872
111;4;2010;14877
111;5;2010;14883
111;6;2010;14889
111;7;2010;14894
111;8;2010;14900
111;9;2010;14906
111;10;2010;14912
111;11;2010;14919
111;12;2010;14925
112;1;2010;17312
112;2;2010;17329
112;3;2010;17347
112;4;2010;17365
112;5;2010;17382
112;6;2010;17400
112;7;2010;17418
112;8;2010;17434
112;9;2010;17453
112;10;2010;17472
112;11;2010;17492
112;12;2010;17511
118;1;2010;110222
118;2;2010;110482
118;3;2010;110743
118;4;2010;111004
118;5;2010;111266
118;6;2010;111529
118;7;2010;111792
118;8;2010;112008
118;9;2010;112294
118;10;2010;112581
118;11;2010;112869
118;12;2010;113158
119;1;2010;55220
119;2;2010;55268
119;3;2010;55315
119;4;2010;55363
119;5;2010;55411
119;6;2010;55459
119;7;2010;55506
119;8;2010;55551
119;9;2010;55603
119;10;2010;55655
119;11;2010;55707
119;12;2010;55759
120;1;2010;21344
120;2;2010;21345
120;3;2010;21346
120;4;2010;21346
120;5;2010;21347
120;6;2010;21348
120;7;2010;21348
120;8;2010;21349
120;9;2010;21350
120;10;2010;21350
120;11;2010;21351
120;12;2010;21352
121;1;2010;34485
121;2;2010;34612
121;3;2010;34739
121;4;2010;34867
121;5;2010;34995
121;6;2010;35124
121;7;2010;35253
121;8;2010;35347
121;9;2010;35488
121;10;2010;35629
121;11;2010;35771
121;12;2010;35914
122;1;2010;21073
122;2;2010;21093
122;3;2010;21113
122;4;2010;21133
122;5;2010;21153
122;6;2010;21173
122;7;2010;21193
122;8;2010;21211
122;9;2010;21233
122;10;2010;21254
122;11;2010;21276
122;12;2010;21298
123;1;2010;201918
123;2;2010;202625
123;3;2010;203335
123;4;2010;204047
123;5;2010;204761
123;6;2010;205478
123;7;2010;206198
123;8;2010;206728
123;9;2010;207512
123;10;2010;208299
123;11;2010;209089
123;12;2010;209882
124;1;2010;72878
124;2;2010;73076
124;3;2010;73275
124;4;2010;73474
124;5;2010;73673
124;6;2010;73874
124;7;2010;74074
124;8;2010;74234
124;9;2010;74453
124;10;2010;74672
124;11;2010;74892
124;12;2010;75112
125;1;2010;86351
125;2;2010;86574
125;3;2010;86796
125;4;2010;87020
125;5;2010;87244
125;6;2010;87468
125;7;2010;87694
125;8;2010;87875
125;9;2010;88120
125;10;2010;88366
125;11;2010;88612
125;12;2010;88859
126;1;2010;209967
126;2;2010;210549
126;3;2010;211132
126;4;2010;211717
126;5;2010;212303
126;6;2010;212891
126;7;2010;213481
126;8;2010;213942
126;9;2010;214584
126;10;2010;215229
126;11;2010;215875
126;12;2010;216524
127;1;2010;26961
127;2;2010;27049
127;3;2010;27137
127;4;2010;27226
127;5;2010;27314
127;6;2010;27403
127;7;2010;27493
127;8;2010;27560
127;9;2010;27657
127;10;2010;27755
127;11;2010;27853
127;12;2010;27951
128;1;2010;100034
128;2;2010;100899
128;3;2010;101771
128;4;2010;102651
128;5;2010;103539
128;6;2010;104434
128;7;2010;105337
128;8;2010;105676
128;9;2010;106666
128;10;2010;107665
128;11;2010;108674
128;12;2010;109692
129;1;2010;22354
129;2;2010;22427
129;3;2010;22500
129;4;2010;22574
129;5;2010;22647
129;6;2010;22721
129;7;2010;22795
129;8;2010;22851
129;9;2010;22932
129;10;2010;23013
129;11;2010;23094
129;12;2010;23175
130;1;2010;32882
130;2;2010;32987
130;3;2010;33093
130;4;2010;33199
130;5;2010;33306
130;6;2010;33413
130;7;2010;33520
130;8;2010;33601
130;9;2010;33718
130;10;2010;33835
130;11;2010;33952
130;12;2010;34070
134;1;2010;291800
134;2;2010;292095
134;3;2010;292390
134;4;2010;292686
134;5;2010;292982
134;6;2010;293278
134;7;2010;293574
134;8;2010;293848
134;9;2010;294169
134;10;2010;294491
134;11;2010;294814
134;12;2010;295137
135;1;2010;22905
135;2;2010;22904
135;3;2010;22903
135;4;2010;22902
135;5;2010;22901
135;6;2010;22901
135;7;2010;22900
135;8;2010;22899
135;9;2010;22898
135;10;2010;22897
135;11;2010;22896
135;12;2010;22896
136;1;2010;50567
136;2;2010;50601
136;3;2010;50635
136;4;2010;50669
136;5;2010;50703
136;6;2010;50737
136;7;2010;50771
136;8;2010;50802
136;9;2010;50839
136;10;2010;50876
136;11;2010;50913
136;12;2010;50951
137;1;2010;26855
137;2;2010;26853
137;3;2010;26851
137;4;2010;26850
137;5;2010;26848
137;6;2010;26846
137;7;2010;26845
137;8;2010;26843
137;9;2010;26841
137;10;2010;26839
137;11;2010;26838
137;12;2010;26836
138;1;2010;7509
138;2;2010;7506
138;3;2010;7503
138;4;2010;7500
138;5;2010;7497
138;6;2010;7493
138;7;2010;7490
138;8;2010;7487
138;9;2010;7484
138;10;2010;7480
138;11;2010;7477
138;12;2010;7473
139;1;2010;17658
139;2;2010;17673
139;3;2010;17687
139;4;2010;17702
139;5;2010;17717
139;6;2010;17731
139;7;2010;17746
139;8;2010;17760
139;9;2010;17776
139;10;2010;17792
139;11;2010;17808
139;12;2010;17824
140;1;2010;24465
140;2;2010;24478
140;3;2010;24491
140;4;2010;24505
140;5;2010;24518
140;6;2010;24532
140;7;2010;24545
140;8;2010;24557
140;9;2010;24572
140;10;2010;24586
140;11;2010;24601
140;12;2010;24616
141;1;2010;37502
141;2;2010;37508
141;3;2010;37514
141;4;2010;37520
141;5;2010;37525
141;6;2010;37531
141;7;2010;37537
141;8;2010;37543
141;9;2010;37549
141;10;2010;37556
141;11;2010;37562
141;12;2010;37568
142;1;2010;14819
142;2;2010;14820
142;3;2010;14821
142;4;2010;14822
142;5;2010;14823
142;6;2010;14825
142;7;2010;14826
142;8;2010;14827
142;9;2010;14828
142;10;2010;14830
142;11;2010;14831
142;12;2010;14832
143;1;2010;128880
143;2;2010;128970
143;3;2010;129060
143;4;2010;129150
143;5;2010;129241
143;6;2010;129331
143;7;2010;129422
143;8;2010;102844
143;9;2010;102929
143;10;2010;103015
143;11;2010;103101
143;12;2010;103186
144;1;2010;35314
144;2;2010;35328
144;3;2010;35342
144;4;2010;35356
144;5;2010;35370
144;6;2010;35384
144;7;2010;35398
144;8;2010;35411
144;9;2010;35426
144;10;2010;35441
144;11;2010;35456
144;12;2010;35471
145;1;2010;32454
145;2;2010;32496
145;3;2010;32539
145;4;2010;32581
145;5;2010;32624
145;6;2010;32666
145;7;2010;32709
145;8;2010;32747
145;9;2010;32793
145;10;2010;32840
145;11;2010;32886
145;12;2010;32932
146;1;2010;168700
146;2;2010;168870
146;3;2010;169041
146;4;2010;169212
146;5;2010;169383
146;6;2010;169554
146;7;2010;169725
146;8;2010;169883
146;9;2010;170069
146;10;2010;170256
146;11;2010;170442
146;12;2010;170629
147;1;2010;41343
147;2;2010;41344
147;3;2010;41346
147;4;2010;41348
147;5;2010;41349
147;6;2010;41351
147;7;2010;41352
147;8;2010;41354
147;9;2010;41356
147;10;2010;41357
147;11;2010;41359
147;12;2010;41361
148;8;2010;26663
148;9;2010;26676
148;10;2010;26689
148;11;2010;26701
148;12;2010;26714
151;1;2010;181606
151;2;2010;181674
151;3;2010;181742
151;4;2010;181810
151;5;2010;181879
151;6;2010;181947
151;7;2010;182016
151;8;2010;182082
151;9;2010;182156
151;10;2010;182230
151;11;2010;182305
151;12;2010;182379
152;1;2010;10897
152;2;2010;10902
152;3;2010;10907
152;4;2010;10911
152;5;2010;10916
152;6;2010;10921
152;7;2010;10925
152;8;2010;10930
152;9;2010;10935
152;10;2010;10940
152;11;2010;10945
152;12;2010;10951
153;1;2010;19830
153;2;2010;19830
153;3;2010;19830
153;4;2010;19830
153;5;2010;19830
153;6;2010;19830
153;7;2010;19830
153;8;2010;19830
153;9;2010;19830
153;10;2010;19830
153;11;2010;19830
153;12;2010;19830
154;1;2010;25575
154;2;2010;25593
154;3;2010;25611
154;4;2010;25629
154;5;2010;25646
154;6;2010;25664
154;7;2010;25682
154;8;2010;25699
154;9;2010;25718
154;10;2010;25738
154;11;2010;25757
154;12;2010;25777
155;1;2010;8868
155;2;2010;8872
155;3;2010;8876
155;4;2010;8880
155;5;2010;8883
155;6;2010;8887
155;7;2010;8891
155;8;2010;8895
155;9;2010;8899
155;10;2010;8903
155;11;2010;8908
155;12;2010;8912
156;1;2010;10329
156;2;2010;10328
156;3;2010;10327
156;4;2010;10326
156;5;2010;10325
156;6;2010;10323
156;7;2010;10322
156;8;2010;10321
156;9;2010;10320
156;10;2010;10318
156;11;2010;10317
156;12;2010;10316
157;1;2010;10275
157;2;2010;10277
157;3;2010;10279
157;4;2010;10281
157;5;2010;10283
157;6;2010;10285
157;7;2010;10287
157;8;2010;10289
157;9;2010;10291
157;10;2010;10293
157;11;2010;10295
157;12;2010;10297
158;1;2010;25181
158;2;2010;25203
158;3;2010;25225
158;4;2010;25247
158;5;2010;25269
158;6;2010;25291
158;7;2010;25313
158;8;2010;25333
158;9;2010;25357
158;10;2010;25381
158;11;2010;25404
158;12;2010;25428
159;1;2010;53949
159;2;2010;53996
159;3;2010;54043
159;4;2010;54089
159;5;2010;54136
159;6;2010;54183
159;7;2010;54229
159;8;2010;54273
159;9;2010;54324
159;10;2010;54375
159;11;2010;54425
159;12;2010;54476
165;1;2010;35727
165;2;2010;35833
165;3;2010;35940
165;4;2010;36048
165;5;2010;36156
165;6;2010;36264
165;7;2010;36372
165;8;2010;36456
165;9;2010;36574
165;10;2010;36692
165;11;2010;36811
165;12;2010;36930
166;1;2010;166375
166;2;2010;166833
166;3;2010;167293
166;4;2010;167753
166;5;2010;168215
166;6;2010;168679
166;7;2010;169143
166;8;2010;169511
166;9;2010;170063
166;10;2010;170616
166;11;2010;171171
166;12;2010;171728
167;1;2010;37057
167;2;2010;37126
167;3;2010;37195
167;4;2010;37264
167;5;2010;37334
167;6;2010;37403
167;7;2010;37473
167;8;2010;37533
167;9;2010;37609
167;10;2010;37685
167;11;2010;37761
167;12;2010;37837
168;1;2010;17359
168;2;2010;17368
168;3;2010;17378
168;4;2010;17387
168;5;2010;17397
168;6;2010;17406
168;7;2010;17416
168;8;2010;17425
168;9;2010;17435
168;10;2010;17446
168;11;2010;17456
168;12;2010;17467
1;1;2011;1641
1;2;2011;1642
1;3;2011;1643
1;4;2011;1644
1;5;2011;1645
1;6;2011;1646
1;7;2011;1645
1;8;2011;1646
1;9;2011;1647
1;10;2011;1647
1;11;2011;1648
1;12;2011;1649
4;1;2011;31638
4;2;2011;31658
4;3;2011;31678
4;4;2011;31698
4;5;2011;31718
4;6;2011;31738
4;7;2011;31714
4;8;2011;31729
4;9;2011;31743
4;10;2011;31757
4;11;2011;31772
4;12;2011;31786
5;1;2011;37868
5;2;2011;37892
5;3;2011;37916
5;4;2011;37940
5;5;2011;37964
5;6;2011;37989
5;7;2011;37960
5;8;2011;37977
5;9;2011;37994
5;10;2011;38011
5;11;2011;38028
5;12;2011;38045
6;1;2011;81001
6;2;2011;81052
6;3;2011;81104
6;4;2011;81156
6;5;2011;81207
6;6;2011;81259
6;7;2011;81198
6;8;2011;81234
6;9;2011;81271
6;10;2011;81307
6;11;2011;81344
6;12;2011;81380
7;1;2011;41056
7;2;2011;41082
7;3;2011;41108
7;4;2011;41135
7;5;2011;41161
7;6;2011;41187
7;7;2011;41156
7;8;2011;41174
7;9;2011;41193
7;10;2011;41212
7;11;2011;41230
7;12;2011;41249
9;1;2011;136927
9;2;2011;137014
9;3;2011;137102
9;4;2011;137189
9;5;2011;137276
9;6;2011;137363
9;7;2011;137260
9;8;2011;137322
9;9;2011;137383
9;10;2011;137445
9;11;2011;137507
9;12;2011;137569
10;1;2011;103565
10;2;2011;103630
10;3;2011;103696
10;4;2011;103762
10;5;2011;103828
10;6;2011;103894
10;7;2011;103816
10;8;2011;103863
10;9;2011;103909
10;10;2011;103956
10;11;2011;104003
10;12;2011;104050
12;1;2011;92016
12;2;2011;92075
12;3;2011;92134
12;4;2011;92192
12;5;2011;92251
12;6;2011;92309
12;7;2011;92240
12;8;2011;92281
12;9;2011;92323
12;10;2011;92364
12;11;2011;92406
12;12;2011;92448
13;1;2011;69688
13;2;2011;69732
13;3;2011;69776
13;4;2011;69821
13;5;2011;69865
13;6;2011;69909
13;7;2011;69857
13;8;2011;69888
13;9;2011;69920
13;10;2011;69951
13;11;2011;69983
13;12;2011;70014
14;1;2011;89070
14;2;2011;89126
14;3;2011;89183
14;4;2011;89240
14;5;2011;89296
14;6;2011;89353
14;7;2011;89286
14;8;2011;89326
14;9;2011;89366
14;10;2011;89406
14;11;2011;89447
14;12;2011;89487
15;1;2011;148815
15;2;2011;148910
15;3;2011;149004
15;4;2011;149099
15;5;2011;149194
15;6;2011;149289
15;7;2011;149176
15;8;2011;149243
15;9;2011;149311
15;10;2011;149378
15;11;2011;149445
15;12;2011;149512
16;1;2011;175714
16;2;2011;175826
16;3;2011;175938
16;4;2011;176050
16;5;2011;176162
16;6;2011;176274
16;7;2011;176141
16;8;2011;176220
16;9;2011;176300
16;10;2011;176379
16;11;2011;176458
16;12;2011;176538
17;1;2011;80560
17;2;2011;80611
17;3;2011;80662
17;4;2011;80713
17;5;2011;80765
17;6;2011;80816
17;7;2011;80755
17;8;2011;80791
17;9;2011;80828
17;10;2011;80864
17;11;2011;80901
17;12;2011;80937
18;1;2011;67934
18;2;2011;67978
18;3;2011;68021
18;4;2011;68064
18;5;2011;68107
18;6;2011;68151
18;7;2011;68099
18;8;2011;68130
18;9;2011;68161
18;10;2011;68191
18;11;2011;68222
18;12;2011;68253
19;1;2011;139791
19;2;2011;139880
19;3;2011;139968
19;4;2011;140057
19;5;2011;140147
19;6;2011;140236
19;7;2011;140130
19;8;2011;140193
19;9;2011;140256
19;10;2011;140319
19;11;2011;140382
19;12;2011;140446
20;1;2011;164576
20;2;2011;164681
20;3;2011;164785
20;4;2011;164890
20;5;2011;164995
20;6;2011;165100
20;7;2011;164976
20;8;2011;165050
20;9;2011;165124
20;10;2011;165198
20;11;2011;165273
20;12;2011;165347
21;1;2011;267095
21;2;2011;267265
21;3;2011;267435
21;4;2011;267605
21;5;2011;267775
21;6;2011;267945
21;7;2011;267744
21;8;2011;267864
21;9;2011;267985
21;10;2011;268105
21;11;2011;268226
21;12;2011;268347
22;1;2011;240530
22;2;2011;240683
22;3;2011;240836
22;4;2011;240989
22;5;2011;241142
22;6;2011;241296
22;7;2011;241114
22;8;2011;241222
22;9;2011;241331
22;10;2011;241440
22;11;2011;241548
22;12;2011;241657
23;1;2011;92537
23;2;2011;92595
23;3;2011;92654
23;4;2011;92713
23;5;2011;92772
23;6;2011;92831
23;7;2011;92761
23;8;2011;92803
23;9;2011;92845
23;10;2011;92886
23;11;2011;92928
23;12;2011;92970
24;1;2011;97314
24;2;2011;97376
24;3;2011;97438
24;4;2011;97499
24;5;2011;97561
24;6;2011;97623
24;7;2011;97550
24;8;2011;97594
24;9;2011;97638
24;10;2011;97682
24;11;2011;97726
24;12;2011;97770
25;1;2011;130358
25;2;2011;130440
25;3;2011;130523
25;4;2011;130606
25;5;2011;130689
25;6;2011;130772
25;7;2011;130674
25;8;2011;130733
25;9;2011;130792
25;10;2011;130851
25;11;2011;130909
25;12;2011;130968
26;1;2011;116800
26;2;2011;116874
26;3;2011;116948
26;4;2011;117022
26;5;2011;117097
26;6;2011;117171
26;7;2011;117083
26;8;2011;117136
26;9;2011;117188
26;10;2011;117241
26;11;2011;117294
26;12;2011;117347
27;1;2011;190576
27;2;2011;190697
27;3;2011;190819
27;4;2011;190940
27;5;2011;191061
27;6;2011;191183
27;7;2011;191039
27;8;2011;191125
27;9;2011;191211
27;10;2011;191297
27;11;2011;191383
27;12;2011;191469
28;1;2011;172771
28;2;2011;172881
28;3;2011;172991
28;4;2011;173101
28;5;2011;173211
28;6;2011;173321
28;7;2011;173190
28;8;2011;173268
28;9;2011;173346
28;10;2011;173424
28;11;2011;173503
28;12;2011;173581
29;1;2011;105106
29;2;2011;105173
29;3;2011;105240
29;4;2011;105307
29;5;2011;105374
29;6;2011;105441
29;7;2011;105362
29;8;2011;105409
29;9;2011;105456
29;10;2011;105504
29;11;2011;105551
29;12;2011;105599
30;1;2011;126208
30;2;2011;126289
30;3;2011;126369
30;4;2011;126449
30;5;2011;126530
30;6;2011;126610
30;7;2011;126515
30;8;2011;126572
30;9;2011;126629
30;10;2011;126686
30;11;2011;126743
30;12;2011;126800
31;1;2011;158822
31;2;2011;158923
31;3;2011;159024
31;4;2011;159125
31;5;2011;159226
31;6;2011;159327
31;7;2011;159207
31;8;2011;159279
31;9;2011;159351
31;10;2011;159422
31;11;2011;159494
31;12;2011;159566
32;1;2011;370218
32;2;2011;370453
32;3;2011;370688
32;4;2011;370924
32;5;2011;371160
32;6;2011;371396
32;7;2011;371116
32;8;2011;371283
32;9;2011;371450
32;10;2011;371617
32;11;2011;371785
32;12;2011;371952
33;1;2011;243779
33;2;2011;243934
33;3;2011;244089
33;4;2011;244245
33;5;2011;244400
33;6;2011;244555
33;7;2011;244371
33;8;2011;244481
33;9;2011;244591
33;10;2011;244701
33;11;2011;244811
33;12;2011;244922
34;1;2011;429397
34;2;2011;429670
34;3;2011;429943
34;4;2011;430217
34;5;2011;430490
34;6;2011;430764
34;7;2011;430439
34;8;2011;430633
34;9;2011;430827
34;10;2011;431021
34;11;2011;431215
34;12;2011;431409
35;1;2011;543809
35;2;2011;544155
35;3;2011;544501
35;4;2011;544847
35;5;2011;545193
35;6;2011;545540
35;7;2011;545129
35;8;2011;545374
35;9;2011;545620
35;10;2011;545866
35;11;2011;546111
35;12;2011;546357
36;1;2011;312952
36;2;2011;313151
36;3;2011;313350
36;4;2011;313549
36;5;2011;313748
36;6;2011;313948
36;7;2011;313711
36;8;2011;313853
36;9;2011;313994
36;10;2011;314135
36;11;2011;314277
36;12;2011;314418
37;1;2011;213251
37;2;2011;213386
37;3;2011;213522
37;4;2011;213658
37;5;2011;213793
37;6;2011;213929
37;7;2011;213768
37;8;2011;213864
37;9;2011;213961
37;10;2011;214057
37;11;2011;214153
37;12;2011;214250
38;1;2011;209441
38;2;2011;209575
38;3;2011;209708
38;4;2011;209841
38;5;2011;209975
38;6;2011;210108
38;7;2011;209950
38;8;2011;210044
38;9;2011;210139
38;10;2011;210233
38;11;2011;210328
38;12;2011;210423
39;1;2011;176951
39;2;2011;177064
39;3;2011;177176
39;4;2011;177289
39;5;2011;177402
39;6;2011;177515
39;7;2011;177381
39;8;2011;177461
39;9;2011;177541
39;10;2011;177621
39;11;2011;177700
39;12;2011;177780
40;1;2011;111936
40;2;2011;112007
40;3;2011;112078
